SERVIÇO,CID,ATENDIMENTOS,n pacientes,reinternacoes,obitos,mortalidade,estada,estadas prolongadas,taxa de eventos adversos
CENTRO DE TRAUMA IDOSO,S92.0  FRATURA DO CALCÂNEO,3,3,0,0,0.0,5.0,1,0.3333333333333333
CENTRO DE TRAUMA IDOSO,S92.2  FRATURA DE OUTROS OSSOS DO TARSO,1,1,0,0,0.0,1.0,0,0.0
CENTRO DE TRAUMA IDOSO,S92.3  FRATURA DE OSSOS DO METATARSO,1,1,0,0,0.0,2.0,0,0.0
CENTRO DE TRAUMA IDOSO,S92.9  FRATURA DO PÉ NÃO ESPECIFICADA,2,2,0,0,0.0,15.0,1,0.5
CENTRO DE TRAUMA IDOSO,S93.0  LUXAÇÃO DA ARTICULAÇÃO DO TORNOZELO,10,10,0,0,0.0,5.0,3,0.3
CENTRO DE TRAUMA IDOSO,S93.2  RUPTURA DE LIGAMENTOS AO NÍVEL DO TORNOZELO E DO PÉ,1,1,0,0,0.0,4.0,0,0.0
CENTRO DE TRAUMA IDOSO,S99.9  TRAUMATISMOS NÃO ESPECIFICADOS DO TORNOZELO E DO PÉ,1,1,0,0,0.0,4.0,0,0.0
CENTRO DE TRAUMA IDOSO,T02.3  FRATURAS ENVOLVENDO REGIÕES MÚLTIPLAS DE UM MEMBRO INFERIOR,1,1,0,0,0.0,10.0,0,0.0
CENTRO DE TRAUMA IDOSO,T02.6  FRATURAS ENVOLVENDO REGIÕES MÚLTIPLAS DO(S) MEMBRO(S) SUPERIOR(ES) COM INFERIOR(ES),1,1,0,0,0.0,32.0,0,0.0
CENTRO DE TRAUMA IDOSO,"T12  FRATURA DO MEMBRO INFERIOR, NÍVEL NÃO ESPECIFICADO",1,1,0,0,0.0,27.0,0,0.0
CENTRO DE TRAUMA IDOSO,"T13.6  AMPUTAÇÃO TRAUMÁTICA DE MEMBRO INFERIOR, NÍVEL NÃO ESPECIFICADO",1,1,0,0,0.0,58.0,0,0.0
CENTRO DE TRAUMA IDOSO,T14.2  FRATURA DE REGIÃO NÃO ESPECIFICADA DO CORPO,1,1,0,0,0.0,8.0,0,0.0
CENTRO DE TRAUMA IDOSO,T81.0  HEMORRAGIA E HEMATOMA COMPLICANDO PROCEDIMENTO NÃO CLASSIFICADO EM OUTRA PARTE,2,2,0,0,0.0,16.0,1,0.5
CENTRO DE TRAUMA IDOSO,T81.4  INFECÇÃO SUBSEQÜENTE A PROCEDIMENTO NÃO CLASSIFICADA EM OUTRA PARTE,1,1,0,0,0.0,159.0,0,0.0
CENTRO DE TRAUMA IDOSO,T84.0  COMPLICAÇÃO MECÂNICA DE PRÓTESE ARTICULAR INTERNA,36,36,0,1,0.027777777777777776,8.0,9,0.2777777777777778
CENTRO DE TRAUMA IDOSO,T84.1  COMPLICAÇÃO MECÂNICA DE DISPOSITIVO DE FIXAÇÃO INTERNA DE OSSOS DOS MEMBROS,74,74,0,0,0.0,4.0,18,0.24324324324324326
CENTRO DE TRAUMA IDOSO,T84.2  COMPLICAÇÃO MECÂNICA DE DISPOSITIVO DE FIXAÇÃO INTERNA DE OUTROS OSSOS,4,4,0,0,0.0,4.0,1,0.25
CENTRO DE TRAUMA IDOSO,"T84.3  COMPLICAÇÃO MECÂNICA DE OUTROS DISPOSITIVOS, IMPLANTES E ENXERTOS ÓSSEOS",5,5,0,0,0.0,2.0,1,0.2
CENTRO DE TRAUMA IDOSO,"T84.4  COMPLICAÇÃO MECÂNICA DE OUTROS DISPOSITIVOS, IMPLANTES E ENXERTOS ORTOPÉDICOS INTERNOS",7,7,0,0,0.0,5.0,2,0.2857142857142857
CENTRO DE TRAUMA IDOSO,T84.5  INFECÇÃO E REAÇÃO INFLAMATÓRIA DEVIDAS À PRÓTESE ARTICULAR INTERNA,7,7,0,1,0.14285714285714285,29.0,2,0.42857142857142855
CENTRO DE TRAUMA IDOSO,T84.6  INFECÇÃO E REAÇÃO INFLAMATÓRIA DEVIDAS A DISPOSITIVO DE FIXAÇÃO INTERNA [QUALQUER LOCAL],6,6,0,0,0.0,42.0,2,0.3333333333333333
CENTRO DE TRAUMA IDOSO,"T84.7  INFECÇÃO E REAÇÃO INFLAMATÓRIA DEVIDA A OUT. DISPOSIT. PROTÉT., IMPLANTES E ENXERTOS ORTOP. INTERNOS",5,5,0,0,0.0,7.0,1,0.2
CENTRO DE TRAUMA IDOSO,"T84.8  OUTRAS COMPLICAÇÕES DE DISPOSITIVOS PROTÉTICOS, IMPLANTES E ENXERTOS ORTOPÉDICOS INTERNOS",5,5,0,0,0.0,7.0,1,0.2
CENTRO DE TRAUMA IDOSO,"T84.9  COMPLICAÇÃO NÃO ESPECIFICADA DE DISPOSITIVO PROTÉTICO, IMPLANTE E ENXERTO ORTOPÉDICOS INTERNOS",10,10,0,0,0.0,15.5,3,0.3
CENTRO DE TRAUMA IDOSO,T85.4  COMPLICAÇÃO MECÂNICA DE PRÓTESE E IMPLANTE MAMÁRIOS,1,1,0,0,0.0,1.0,0,0.0
CENTRO DE TRAUMA IDOSO,"T85.6  COMPLICAÇÃO MECÂNICA DE OUTROS DISPOSITIVOS PROTÉTICOS, IMPLANTES E ENXERTOS INTERNOS ESPECIFICADOS",4,4,0,0,0.0,4.5,1,0.25
CENTRO DE TRAUMA IDOSO,"T85.8  OUTRAS COMPLICAÇÕES DE DISPOSIT. PROTÉT., IMPLANTES E ENXERTOS INTERNOS NÃO CLASSIF. EM OUTRA PARTE",2,2,0,0,0.0,9.0,1,0.5
CENTRO DE TRAUMA IDOSO,"T85.9  COMPLICAÇÃO NÃO ESPECIFICADA DE OUTROS DISPOSITIVOS PROTÉTICOS, IMPLANTES E ENXERTOS INTERNOS",5,5,0,0,0.0,11.0,1,0.2
CENTRO DE TRAUMA IDOSO,T87.4  INFECÇÃO DE COTO DA AMPUTAÇÃO,2,2,0,0,0.0,2.5,1,0.5
CENTRO DE TRAUMA IDOSO,T88.7  EFEITO ADVERSO NÃO ESPECIFICADO DE DROGA OU MEDICAMENTO,1,1,0,0,0.0,55.0,0,0.0
CENTRO DE TRAUMA IDOSO,T88.9  COMPLICAÇÃO NÃO ESPECIFICADA DE CUIDADOS MÉDICOS E CIRÚRGICOS,122,122,0,18,0.14754098360655737,21.5,31,0.4016393442622951
CENTRO DE TRAUMA IDOSO,T92.0  SEQÜELAS DE FERIMENTO DO MEMBRO SUPERIOR,1,1,0,0,0.0,5.0,0,0.0
CENTRO DE TRAUMA IDOSO,T92.1  SEQÜELAS DE FRATURA DO BRAÇO,5,5,0,0,0.0,10.0,1,0.2
CENTRO DE TRAUMA IDOSO,T92.2  SEQÜELAS DE FRATURA AO NÍVEL DO PUNHO E DA MÃO,7,7,0,0,0.0,3.0,1,0.14285714285714285
CENTRO DE TRAUMA IDOSO,"T92.3  SEQÜELAS DE LUXAÇÃO, ENTORSE E DISTENSÃO DO MEMBRO SUPERIOR",2,2,0,0,0.0,3.0,1,0.5
CENTRO DE TRAUMA IDOSO,T92.6  SEQÜELAS DE ESMAGAMENTO E AMPUTAÇÃO TRAUMÁTICA DO MEMBRO SUPERIOR,1,1,0,0,0.0,5.0,0,0.0
CENTRO DE TRAUMA IDOSO,T92.8  SEQÜELAS DE OUTROS TRAUMATISMOS ESPECIFICADOS DO MEMBRO SUPERIOR,2,2,0,0,0.0,4.0,1,0.5
CENTRO DE TRAUMA IDOSO,T92.9  SEQÜELAS DE TRAUMATISMO NÃO ESPECIFICADO DO MEMBRO SUPERIOR,12,12,0,0,0.0,4.0,3,0.25
CENTRO DE TRAUMA IDOSO,T93.0  SEQÜELAS DE FERIMENTO DO MEMBRO INFERIOR,3,3,0,0,0.0,13.0,1,0.3333333333333333
CENTRO DE TRAUMA IDOSO,T93.1  SEQÜELAS DE FRATURA DO FÊMUR,13,13,0,0,0.0,7.0,3,0.23076923076923078
CENTRO DE TRAUMA IDOSO,T93.2  SEQÜELAS DE OUTRAS FRATURAS DO MEMBRO INFERIOR,48,48,0,2,0.041666666666666664,7.5,12,0.2916666666666667
CENTRO DE TRAUMA IDOSO,"T93.3  SEQÜELAS DE LUXAÇÃO, ENTORSE E DISTENSÃO DO MEMBRO INFERIOR",1,1,0,0,0.0,8.0,0,0.0
CENTRO DE TRAUMA IDOSO,T93.5  SEQÜELAS DE TRAUMATISMO DE MÚSCULO E TENDÃO DO MEMBRO INFERIOR,2,2,0,0,0.0,13.0,1,0.5
CENTRO DE TRAUMA IDOSO,T93.9  SEQÜELAS DE TRAUMATISMO NÃO ESPECIFICADO DO MEMBRO INFERIOR,5,5,0,0,0.0,4.0,1,0.2
CENTRO DE TRAUMA IDOSO,T98.2  SEQÜELAS DE ALGUMAS COMPLICAÇÕES PRECOCES DE TRAUMATISMOS,1,1,0,0,0.0,58.0,0,0.0
CENTRO DE TRAUMA IDOSO,Y88.3  SEQÜELAS DE REAÇÃO ANORMAL EM PACIENTE OU COMPL. CAUSADA POR PROC. MÉDICO/CIR. S/MENÇÃO DE ACIDENTE,1,1,0,0,0.0,11.0,0,0.0
CENTRO DE TRAUMA IDOSO,Z00.1  EXAME DE ROTINA DE SAÚDE DA CRIANÇA,1,1,0,0,0.0,206.0,0,0.0
CENTRO DE TRAUMA IDOSO,Z43.1  CUIDADOS À GASTROSTOMIA,1,1,0,0,0.0,2.0,0,0.0
CENTRO DE TRAUMA IDOSO,Z47.0  SEGUIMENTO ENVOLVENDO REMOÇÃO DE PLACA DE FRATURA E OUTROS DISPOSITIVOS DE FIXAÇÃO INTERNA,6,6,0,0,0.0,4.0,2,0.3333333333333333
CENTRO DE TRAUMA IDOSO,Z47.8  OUTROS SEGUIMENTOS ORTOPÉDICOS ESPECIFICADOS,2,2,0,0,0.0,5.0,1,0.5
CIRURGIA GERAL,N18.0  DOENÇA RENAL EM ESTÁDIO FINAL,1,1,0,0,0.0,0.0,0,0.0
CIRURGIA GERAL,T88.9  COMPLICAÇÃO NÃO ESPECIFICADA DE CUIDADOS MÉDICOS E CIRÚRGICOS,1,1,0,0,0.0,2.0,0,0.0
CLINICA DA DOR,I48  FLUTTER E FIBRILAÇÃO ATRIAL,1,1,0,0,0.0,1.0,0,0.0
CLINICA DA DOR,R55  SÍNCOPE E COLAPSO,1,1,0,0,0.0,4.0,0,0.0
CLINICA GERAL,"K59.9  TRANSTORNO INTESTINAL FUNCIONAL, NÃO ESPECIFICADO",1,1,0,0,0.0,2.0,0,0.0
CLINICA MEDICA,A08.3  OUTRAS ENTERITES VIRAIS,1,1,0,0,0.0,1.0,0,0.0
CLINICA MEDICA,A09  DIARRÉIA E GASTROENTERITE DE ORIGEM INFECCIOSA PRESUMÍVEL,1,1,0,0,0.0,5.0,0,0.0
CLINICA MEDICA,A31.1  INFECÇÃO CUTÂNEA MICOBACTERIANA,1,1,0,0,0.0,34.0,0,0.0
CLINICA MEDICA,A41.9  SEPTICEMIA NÃO ESPECIFICADA,1,1,0,0,0.0,60.0,0,0.0
CLINICA MEDICA,A46  ERISIPELA,2,2,0,0,0.0,3.0,1,0.5
CLINICA MEDICA,A49.9  INFECÇÃO BACTERIANA NÃO ESPECIFICADA,2,2,0,1,0.5,26.0,1,1.0
CLINICA MEDICA,"B34.2  INFECÇÃO POR CORONAVÍRUS, NÃO ESPECIFICADA",4,4,0,0,0.0,11.0,1,0.25
CLINICA MEDICA,B34.9  INFECÇÃO VIRAL NÃO ESPECIFICADA,1,1,0,0,0.0,1.0,0,0.0
CLINICA MEDICA,"C34.9  NEOPLASIA MALIGNA DOS BRÔNQUIOS OU PULMÕES, NÃO ESPECIFICADO",1,1,0,1,1.0,11.0,0,1.0
CLINICA MEDICA,C79.0  NEOPLASIA MALIGNA SECUNDÁRIA DO RIM E DA PELVE RENAL,1,1,0,1,1.0,4.0,0,1.0
CLINICA MEDICA,D16.0  NEOPLASIA BENIGNA DA OMOPLATA [ESCÁPULA] E OSSOS LONGOS DOS MEMBROS SUPERIORES,1,1,0,0,0.0,5.0,0,0.0
CLINICA MEDICA,"D21.2  NEOPLASIA BENIGNA DO TECIDO CONJUNTIVO E OUTROS TECIDOS MOLES DOS MEMBROS INFERIORES, INCL. QUADRIL",1,1,0,0,0.0,44.0,0,0.0
CLINICA MEDICA,D64.9  ANEMIA NÃO ESPECIFICADA,3,3,0,0,0.0,12.0,1,0.3333333333333333
CLINICA MEDICA,D69.5  TROMBOCITOPENIA SECUNDÁRIA,1,1,0,0,0.0,14.0,0,0.0
CLINICA MEDICA,E10.5  DIABETES MELLITUS INSULINO-DEPENDENTE - COM COMPLICAÇÕES CIRCULATÓRIAS PERIFÉRICAS,1,1,0,0,0.0,9.0,0,0.0
CLINICA MEDICA,E10.8  DIABETES MELLITUS INSULINO-DEPENDENTE - COM COMPLICAÇÕES NÃO ESPECIFICADAS,1,1,0,0,0.0,1.0,0,0.0
CLINICA MEDICA,E14.1  DIABETES MELLITUS NÃO ESPECIFICADO - COM CETOACIDOSE,2,2,0,0,0.0,4.5,1,0.5
CLINICA MEDICA,E14.6  DIABETES MELLITUS NÃO ESPECIFICADO - COM OUTRAS COMPLICAÇÕES ESPECIFICADAS,1,1,0,0,0.0,42.0,0,0.0
CLINICA MEDICA,E14.8  DIABETES MELLITUS NÃO ESPECIFICADO - COM COMPLICAÇÕES NÃO ESPECIFICADAS,1,1,0,0,0.0,2.0,0,0.0
CLINICA MEDICA,E16.2  HIPOGLICEMIA NÃO ESPECIFICADA,1,1,0,1,1.0,73.0,0,1.0
CLINICA MEDICA,E21.0  HIPERPARATIREOIDISMO PRIMÁRIO,1,1,0,0,0.0,6.0,0,0.0
CLINICA MEDICA,E23.2  DIABETES INSÍPIDO,1,1,0,0,0.0,1.0,0,0.0
CLINICA MEDICA,E87.1  HIPOSMOLARIDADE E HIPONATREMIA,1,1,0,1,1.0,13.0,0,1.0
CLINICA MEDICA,E88.9  DISTÚRBIO METABÓLICO NÃO ESPECIFICADO,1,1,0,0,0.0,15.0,0,0.0
CLINICA MEDICA,F20.9  ESQUIZOFRENIA NÃO ESPECIFICADA,1,1,0,0,0.0,4.0,0,0.0
CLINICA MEDICA,F32.9  EPISÓDIO DEPRESSIVO NÃO ESPECIFICADO,1,1,0,0,0.0,0.0,0,0.0
CLINICA MEDICA,G40.0  EPILEPSIA E SÍNDR. EPILÉPT. IDIOP. DEF. POR SUA LOCAL. (FOCAL - PARCIAL)C/ CRISES DE INÍC. FOCAL,2,2,0,0,0.0,9.5,1,0.5
CLINICA MEDICA,G40.4  OUTRAS EPILEPSIAS E SÍNDROMES EPILÉPTICAS GENERALIZADAS,1,1,0,0,0.0,17.0,0,0.0
CLINICA MEDICA,"G40.7  PEQUENO MAL NÃO ESPECIFICADO, SEM CRISES DE GRANDE MAL",1,1,0,0,0.0,4.0,0,0.0
CLINICA MEDICA,"G40.9  EPILEPSIA, NÃO ESPECIFICADA",3,3,0,0,0.0,5.0,1,0.3333333333333333
CLINICA MEDICA,G45.1  SÍNDROME DA ARTÉRIA CAROTÍDEA (HEMISFÉRICA),1,1,0,0,0.0,4.0,0,0.0
CLINICA MEDICA,G45.9  ISQUEMIA CEREBRAL TRANSITÓRIA NÃO ESPECIFICADA,2,2,0,0,0.0,3.0,1,0.5
CLINICA MEDICA,G59.0  MONONEUROPATIA DIABÉTICA (E10-E14+ COM QUARTO CARACTERE COMUM .4),1,1,0,0,0.0,16.0,0,0.0
CLINICA MEDICA,G80.0  PARALISIA CEREBRAL ESPÁSTICA,1,1,0,0,0.0,37.0,0,0.0
CLINICA MEDICA,I10  HIPERTENSÃO ESSENCIAL (PRIMÁRIA),7,7,0,1,0.14285714285714285,3.0,2,0.42857142857142855
CLINICA MEDICA,I11.0  DOENÇA CARDÍACA HIPERTENSIVA COM INSUFICIÊNCIA CARDÍACA (CONGESTIVA),2,2,0,1,0.5,426.0,1,1.0
CLINICA MEDICA,I11.9  DOENÇA CARDÍACA HIPERTENSIVA SEM INSUFICIÊNCIA CARDÍACA (CONGESTIVA),1,1,0,0,0.0,4.0,0,0.0
CLINICA MEDICA,I20.0  ANGINA INSTÁVEL,2,2,0,0,0.0,16.5,1,0.5
CLINICA MEDICA,I20.1  ANGINA PECTORIS COM ESPASMO DOCUMENTADO,1,1,0,0,0.0,20.0,0,0.0
CLINICA MEDICA,"I20.9  ANGINA PECTORIS, NÃO ESPECIFICADA",6,6,0,0,0.0,8.0,2,0.3333333333333333
CLINICA MEDICA,I21.0  INFARTO AGUDO TRANSMURAL DA PAREDE ANTERIOR DO MIOCÁRDIO,4,4,0,0,0.0,5.5,1,0.25
CLINICA MEDICA,I21.9  INFARTO AGUDO DO MIOCÁRDIO NÃO ESPECIFICADO,4,4,0,0,0.0,13.5,1,0.25
CLINICA MEDICA,I26.9  EMBOLIA PULMONAR SEM MENÇÃO DE COR PULMONALE AGUDO,2,2,0,0,0.0,7.5,1,0.5
CLINICA MEDICA,I35.0  ESTENOSE (DA VALVA) AÓRTICA,1,1,0,0,0.0,47.0,0,0.0
CLINICA MEDICA,I42.8  OUTRAS CARDIOMIOPATIAS,1,1,0,0,0.0,2.0,0,0.0
CLINICA MEDICA,I44.2  BLOQUEIO ATRIOVENTRICULAR TOTAL,3,3,0,0,0.0,43.0,1,0.3333333333333333
CLINICA MEDICA,I47.1  TAQUICARDIA SUPRAVENTRICULAR,1,1,0,0,0.0,2.0,0,0.0
CLINICA MEDICA,I48  FLUTTER E FIBRILAÇÃO ATRIAL,2,2,0,0,0.0,2.5,1,0.5
CLINICA MEDICA,I49.9  ARRITMIA CARDÍACA NÃO ESPECIFICADA,5,5,0,1,0.2,7.0,1,0.4
CLINICA MEDICA,I50.9  INSUFICIÊNCIA CARDÍACA NÃO ESPECIFICADA,1,1,0,0,0.0,9.0,0,0.0
CLINICA MEDICA,I60.9  HEMORRAGIA SUBARACNÓIDE NÃO ESPECIFICADA,1,1,0,0,0.0,27.0,0,0.0
CLINICA MEDICA,"I64  ACIDENTE VASCULAR CEREBRAL, NÃO ESPECIFICADO COMO HEMORRÁGICO OU ISQUÊMICO",14,14,0,1,0.07142857142857142,10.5,4,0.35714285714285715
CLINICA MEDICA,I69.4  SEQÜELAS DE ACIDENTE VASCULAR CEREBRAL NÃO ESPECIFICADO COMO HEMORRÁGICO OU ISQUÊMICO,2,2,0,0,0.0,3.5,1,0.5
CLINICA MEDICA,I74.3  EMBOLIA E TROMBOSE DE ARTÉRIAS DOS MEMBROS INFERIORES,2,2,0,0,0.0,62.5,1,0.5
CLINICA MEDICA,I74.8  EMBOLIA E TROMBOSE DE OUTRAS ARTÉRIAS,1,1,0,0,0.0,3.0,0,0.0
CLINICA MEDICA,I80.9  FLEBITE E TROMBOFLEBITE DE LOCALIZAÇÃO NÃO ESPECIFICADA,11,11,0,1,0.09090909090909091,13.0,3,0.36363636363636365
CLINICA MEDICA,I82.0  SÍNDROME DE BUDD-CHIARI,1,1,0,0,0.0,9.0,0,0.0
CLINICA MEDICA,I82.1  TROMBOFLEBITE MIGRATÓRIA,2,2,0,0,0.0,2.0,1,0.5
CLINICA MEDICA,I82.2  EMBOLIA E TROMBOSE DE VEIA CAVA,1,1,0,0,0.0,1.0,0,0.0
CLINICA MEDICA,I82.8  EMBOLIA E TROMBOSE DE OUTRAS VEIAS ESPECIFICADAS,5,5,0,0,0.0,6.0,1,0.2
CLINICA MEDICA,I82.9  EMBOLIA E TROMBOSE VENOSAS DE VEIA NÃO ESPECIFICADA,9,9,0,0,0.0,7.0,2,0.2222222222222222
CLINICA MEDICA,I83.2  VARIZES DOS MEMBROS INFERIORES COM ÚLCERA E INFLAMAÇÃO,1,1,0,0,0.0,32.0,0,0.0
CLINICA MEDICA,I89.0  LINFEDEMA NÃO CLASSIFICADO EM OUTRA PARTE,4,4,0,0,0.0,14.0,1,0.25
CLINICA MEDICA,I95.9  HIPOTENSÃO NÃO ESPECIFICADA,1,1,0,1,1.0,13.0,0,1.0
CLINICA MEDICA,J13  PNEUMONIA DEVIDA A STREPTOCOCCUS PNEUMONIAE,1,1,0,0,0.0,11.0,0,0.0
CLINICA MEDICA,J15.1  PNEUMONIA DEVIDA A PSEUDOMONAS,1,1,0,0,0.0,8.0,0,0.0
CLINICA MEDICA,J15.8  OUTRAS PNEUMONIAS BACTERIANAS,1,1,0,0,0.0,94.0,0,0.0
CLINICA MEDICA,J15.9  PNEUMONIA BACTERIANA NÃO ESPECIFICADA,10,10,0,2,0.2,14.0,3,0.5
CLINICA MEDICA,J18.0  BRONCOPNEUMONIA NÃO ESPECIFICADA,1,1,0,0,0.0,11.0,0,0.0
CLINICA MEDICA,J18.9  PNEUMONIA NÃO ESPECIFICADA,2,2,0,2,1.0,15.0,1,1.5
CLINICA MEDICA,J44.1  DOENÇA PULMONAR OBSTRUTIVA CRÔNICA COM EXACERBAÇÃO AGUDA NÃO ESPECIFICADA,1,1,0,0,0.0,20.0,0,0.0
CLINICA MEDICA,J45.9  ASMA NÃO ESPECIFICADA,3,3,0,0,0.0,10.0,1,0.3333333333333333
CLINICA MEDICA,"J81  EDEMA PULMONAR, NÃO ESPECIFICADO DE OUTRA FORMA",3,3,0,0,0.0,15.0,1,0.3333333333333333
CLINICA MEDICA,"J93.8  OUTROS TIPOS DE PNEUMOTÓRAX, ESPECIFICADOS",1,1,0,0,0.0,10.0,0,0.0
CLINICA MEDICA,J96.0  INSUFICIÊNCIA RESPIRATÓRIA AGUDA,1,1,0,0,0.0,24.0,0,0.0
CLINICA MEDICA,K35.9  APENDICITE AGUDA SEM OUTRA ESPECIFICAÇÃO,4,4,0,0,0.0,6.0,1,0.25
CLINICA MEDICA,"K52.9  GASTROENTERITE E COLITE NÃO-INFECCIOSAS, NÃO ESPECIFICADAS",1,1,0,0,0.0,9.0,0,0.0
CLINICA MEDICA,K57.5  DOENÇA DIVERTICULAR CONCOMITANTE DOS INTESTINOS DELGADO E GROSSO SEM PERFURAÇÃO OU ABSCESSO,1,1,0,0,0.0,2.0,0,0.0
CLINICA MEDICA,K81.0  COLECISTITE AGUDA,2,2,0,0,0.0,1.0,0,0.0
CLINICA MEDICA,K92.0  HEMATÊMESE,1,1,0,0,0.0,2.0,0,0.0
CLINICA MEDICA,K92.1  MELENA,1,1,0,0,0.0,29.0,0,0.0
CLINICA MEDICA,"K92.2  HEMORRAGIA GASTROINTESTINAL, SEM OUTRA ESPECIFICAÇÃO",1,1,0,0,0.0,5.0,0,0.0
CLINICA MEDICA,L03.0  CELULITE DE DEDOS DAS MÃOS E DOS PÉS,1,1,0,0,0.0,10.0,0,0.0
CLINICA MEDICA,L03.1  CELULITE DE OUTRAS PARTES DO(S) MEMBRO(S),3,3,0,0,0.0,16.0,1,0.3333333333333333
CLINICA MEDICA,L03.8  CELULITE DE OUTROS LOCAIS,1,1,0,0,0.0,4.0,0,0.0
CLINICA MEDICA,M05.3  ARTRITE REUMATÓIDE COM COMPROMETIMENTO DE OUTROS ÓRGÃOS E SISTEMAS,1,1,0,0,0.0,36.0,0,0.0
CLINICA MEDICA,M16.1  OUTRAS COXARTROSES PRIMÁRIAS,2,2,0,0,0.0,5.5,1,0.5
CLINICA MEDICA,M17.1  OUTRAS GONARTROSES PRIMÁRIAS,1,1,0,0,0.0,88.0,0,0.0
CLINICA MEDICA,M21.1  DEFORMIDADE EM VARO NÃO CLASSIFICADA EM OUTRA PARTE,1,1,0,0,0.0,289.0,0,0.0
CLINICA MEDICA,M25.8  OUTROS TRANSTORNOS ARTICULARES ESPECIFICADOS,1,1,0,0,0.0,1.0,0,0.0
CLINICA MEDICA,M46.5  OUTRAS ESPONDILOPATIAS INFECCIOSAS,1,1,0,1,1.0,25.0,0,1.0
CLINICA MEDICA,M50.1  TRANSTORNO DO DISCO CERVICAL COM RADICULOPATIA,1,1,0,0,0.0,72.0,0,0.0
CLINICA MEDICA,M54.5  DOR LOMBAR BAIXA,1,1,0,0,0.0,2.0,0,0.0
CLINICA MEDICA,M71.3  OUTROS CISTOS DE BOLSA SINOVIAL,1,1,0,0,0.0,11.0,0,0.0
CLINICA MEDICA,M79.6  DOR EM MEMBRO,1,1,0,0,0.0,3.0,0,0.0
CLINICA MEDICA,M86.6  OUTRA OSTEOMIELITE CRÔNICA,2,2,0,1,0.5,77.5,1,1.0
CLINICA MEDICA,M86.8  OUTRA OSTEOMIELITE,1,1,0,1,1.0,72.0,0,1.0
CLINICA MEDICA,M86.9  OSTEOMIELITE NÃO ESPECIFICADA,1,1,0,0,0.0,74.0,0,0.0
CLINICA MEDICA,M96.8  OUTROS TRANSTORNOS OSTEOMUSCULARES PÓS-PROCEDIMENTOS,3,3,0,1,0.3333333333333333,4.0,1,0.6666666666666666
CLINICA MEDICA,N10  NEFRITE TÚBULO-INTERSTICIAL AGUDA,1,1,0,0,0.0,16.0,0,0.0
CLINICA MEDICA,N11.0  PIELONEFRITE NÃO-OBSTRUTIVA CRÔNICA ASSOCIADA A REFLUXO,5,5,0,0,0.0,5.0,1,0.2
CLINICA MEDICA,N11.1  PIELONEFRITE OBSTRUTIVA CRÔNICA,2,2,0,0,0.0,0.5,1,0.5
CLINICA MEDICA,N17.9  INSUFICIÊNCIA RENAL AGUDA NÃO ESPECIFICADA,3,3,0,0,0.0,37.0,1,0.3333333333333333
CLINICA MEDICA,N18.0  DOENÇA RENAL EM ESTÁDIO FINAL,4,4,0,0,0.0,0.5,1,0.25
CLINICA MEDICA,N18.8  OUTRA INSUFICIÊNCIA RENAL CRÔNICA,2,2,0,0,0.0,4.0,1,0.5
CLINICA MEDICA,N18.9  INSUFICIÊNCIA RENAL CRÔNICA NÃO ESPECIFICADA,1,1,0,0,0.0,22.0,0,0.0
CLINICA MEDICA,N20.0  CALCULOSE DO RIM,1,1,0,0,0.0,0.0,0,0.0
CLINICA MEDICA,N20.1  CALCULOSE DO URETER,3,3,0,0,0.0,2.0,1,0.3333333333333333
CLINICA MEDICA,N20.2  CALCULOSE DO RIM COM CÁLCULO DO URETER,1,1,0,0,0.0,4.0,0,0.0
CLINICA MEDICA,"N20.9  CALCULOSE URINÁRIA, NÃO ESPECIFICADA",1,1,0,0,0.0,5.0,0,0.0
CLINICA MEDICA,N25.8  OUTROS TRANSTORNOS RESULTANTES DE FUNÇÃO RENAL TUBULAR ALTERADA,1,1,0,0,0.0,0.0,0,0.0
CLINICA MEDICA,N30.0  CISTITE AGUDA,1,1,0,0,0.0,7.0,0,0.0
CLINICA MEDICA,N39.0  INFECÇÃO DO TRATO URINÁRIO DE LOCALIZAÇÃO NÃO ESPECIFICADA,12,12,0,0,0.0,9.5,3,0.25
CLINICA MEDICA,O20.8  OUTRAS HEMORRAGIAS DO INÍCIO DA GRAVIDEZ,1,1,0,0,0.0,3.0,0,0.0
CLINICA MEDICA,"Q30.2  FISSURA, ENTALHE OU FENDA NASAL",1,1,0,0,0.0,2.0,0,0.0
CLINICA MEDICA,R00.0  TAQUICARDIA NÃO ESPECIFICADA,1,1,0,0,0.0,5.0,0,0.0
CLINICA MEDICA,R06.0  DISPNÉIA,5,5,0,0,0.0,11.0,1,0.2
CLINICA MEDICA,R07.2  DOR PRECORDIAL,2,2,0,0,0.0,2.0,1,0.5
CLINICA MEDICA,"R07.4  DOR TORÁCICA, NÃO ESPECIFICADA",3,3,0,0,0.0,1.0,1,0.3333333333333333
CLINICA MEDICA,R10.0  ABDOME AGUDO,2,2,0,0,0.0,1.5,1,0.5
CLINICA MEDICA,R10.3  DOR LOCALIZADA EM OUTRAS PARTES DO ABDOME INFERIOR,1,1,0,0,0.0,4.0,0,0.0
CLINICA MEDICA,R11  NÁUSEA E VÔMITOS,1,1,0,0,0.0,3.0,0,0.0
CLINICA MEDICA,R32  INCONTINÊNCIA URINÁRIA NÃO ESPECIFICADA,1,1,0,1,1.0,21.0,0,1.0
